,authorYear,study,designType,multiBase,multiProbe,cluster,case,phase,A,B,M,session,outcome,complexityMeasure,singleType,mixedType,generalization,level_AB,level_BM,time_A,time_B,time_M,trend_AB,trend_BM
52,Bundock et al. (2021),2,multiProbe,0,1,1,1,M,0,0,1,123,29,singleType,1,0,0,1,1,122,93,26,93,26
53,Bundock et al. (2021),2,multiProbe,0,1,1,2,A,1,0,0,37,14,singleType,1,0,0,0,0,0,-38,0,0,0
54,Bundock et al. (2021),2,multiProbe,0,1,1,2,A,1,0,0,40,14,singleType,1,0,0,0,0,3,-35,0,0,0
55,Bundock et al. (2021),2,multiProbe,0,1,1,2,A,1,0,0,44,25,singleType,1,0,0,0,0,7,-31,0,0,0
56,Bundock et al. (2021),2,multiProbe,0,1,1,2,A,1,0,0,49,11,singleType,1,0,0,0,0,12,-26,0,0,0
57,Bundock et al. (2021),2,multiProbe,0,1,1,2,A,1,0,0,55,18,singleType,1,0,0,0,0,18,-20,0,0,0
58,Bundock et al. (2021),2,multiProbe,0,1,1,2,A,1,0,0,58,18,singleType,1,0,0,0,0,21,-17,0,0,0
59,Bundock et al. (2021),2,multiProbe,0,1,1,2,A,1,0,0,63,11,singleType,1,0,0,0,0,26,-12,0,0,0
60,Bundock et al. (2021),2,multiProbe,0,1,1,2,B,0,1,0,75,21,singleType,1,0,0,1,0,38,0,0,0,0
61,Bundock et al. (2021),2,multiProbe,0,1,1,2,B,0,1,0,103,21,singleType,1,0,0,1,0,66,28,0,28,0
62,Bundock et al. (2021),2,multiProbe,0,1,1,2,B,0,1,0,134,14,singleType,1,0,0,1,0,97,59,0,59,0
63,Bundock et al. (2021),2,multiProbe,0,1,1,2,B,0,1,0,144,64,singleType,1,0,0,1,0,107,69,0,69,0
64,Bundock et al. (2021),2,multiProbe,0,1,2,1,A,1,0,0,1,0,singleType,1,0,0,0,0,0,-29,-96,0,0
65,Bundock et al. (2021),2,multiProbe,0,1,2,1,A,1,0,0,3,0,singleType,1,0,0,0,0,2,-27,-94,0,0
66,Bundock et al. (2021),2,multiProbe,0,1,2,1,A,1,0,0,6,0,singleType,1,0,0,0,0,5,-24,-91,0,0
67,Bundock et al. (2021),2,multiProbe,0,1,2,1,A,1,0,0,12,0,singleType,1,0,0,0,0,11,-18,-85,0,0
68,Bundock et al. (2021),2,multiProbe,0,1,2,1,A,1,0,0,19,0,singleType,1,0,0,0,0,18,-11,-78,0,0
69,Bundock et al. (2021),2,multiProbe,0,1,2,1,B,0,1,0,30,8,singleType,1,0,0,1,0,29,0,-67,0,0
70,Bundock et al. (2021),2,multiProbe,0,1,2,1,B,0,1,0,50,0,singleType,1,0,0,1,0,49,20,-47,20,0
71,Bundock et al. (2021),2,multiProbe,0,1,2,1,B,0,1,0,77,0,singleType,1,0,0,1,0,76,47,-20,47,0
72,Bundock et al. (2021),2,multiProbe,0,1,2,1,B,0,1,0,93,11,singleType,1,0,0,1,0,92,63,-4,63,0
73,Bundock et al. (2021),2,multiProbe,0,1,2,1,M,0,0,1,97,3,singleType,1,0,0,1,1,96,67,0,67,0
74,Bundock et al. (2021),2,multiProbe,0,1,2,1,M,0,0,1,102,11,singleType,1,0,0,1,1,101,72,5,72,5
75,Bundock et al. (2021),2,multiProbe,0,1,2,1,M,0,0,1,107,8,singleType,1,0,0,1,1,106,77,10,77,10
76,Bundock et al. (2021),2,multiProbe,0,1,2,1,M,0,0,1,114,11,singleType,1,0,0,1,1,113,84,17,84,17
77,Bundock et al. (2021),2,multiProbe,0,1,2,1,M,0,0,1,119,8,singleType,1,0,0,1,1,118,89,22,89,22
78,Bundock et al. (2021),2,multiProbe,0,1,2,1,M,0,0,1,123,0,singleType,1,0,0,1,1,122,93,26,93,26
79,Bundock et al. (2021),2,multiProbe,0,1,2,2,A,1,0,0,37,14,singleType,1,0,0,0,0,0,-38,0,0,0
80,Bundock et al. (2021),2,multiProbe,0,1,2,2,A,1,0,0,40,11,singleType,1,0,0,0,0,3,-35,0,0,0
81,Bundock et al. (2021),2,multiProbe,0,1,2,2,A,1,0,0,44,33,singleType,1,0,0,0,0,7,-31,0,0,0
82,Bundock et al. (2021),2,multiProbe,0,1,2,2,A,1,0,0,49,6,singleType,1,0,0,0,0,12,-26,0,0,0
83,Bundock et al. (2021),2,multiProbe,0,1,2,2,A,1,0,0,55,36,singleType,1,0,0,0,0,18,-20,0,0,0
84,Bundock et al. (2021),2,multiProbe,0,1,2,2,A,1,0,0,58,14,singleType,1,0,0,0,0,21,-17,0,0,0
85,Bundock et al. (2021),2,multiProbe,0,1,2,2,A,1,0,0,63,6,singleType,1,0,0,0,0,26,-12,0,0,0
86,Bundock et al. (2021),2,multiProbe,0,1,2,2,B,0,1,0,75,8,singleType,1,0,0,1,0,38,0,0,0,0
87,Bundock et al. (2021),2,multiProbe,0,1,2,2,B,0,1,0,103,14,singleType,1,0,0,1,0,66,28,0,28,0
88,Bundock et al. (2021),2,multiProbe,0,1,2,2,B,0,1,0,134,17,singleType,1,0,0,1,0,97,59,0,59,0
89,Bundock et al. (2021),2,multiProbe,0,1,2,2,B,0,1,0,144,31,singleType,1,0,0,1,0,107,69,0,69,0
90,Edwards et al. (2020),3,multiProbe,0,1,1,1,A,1,0,0,1,0,singleType,1,0,0,0,0,0,-5,0,0,0
91,Edwards et al. (2020),3,multiProbe,0,1,1,1,A,1,0,0,2,0,singleType,1,0,0,0,0,1,-4,0,0,0
92,Edwards et al. (2020),3,multiProbe,0,1,1,1,A,1,0,0,3,0,singleType,1,0,0,0,0,2,-3,0,0,0
93,Edwards et al. (2020),3,multiProbe,0,1,1,1,A,1,0,0,4,0,singleType,1,0,0,0,0,3,-2,0,0,0
94,Edwards et al. (2020),3,multiProbe,0,1,1,1,A,1,0,0,5,0,singleType,1,0,0,0,0,4,-1,0,0,0
95,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,6,100,singleType,1,0,0,1,0,5,0,0,0,0
96,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,7,100,singleType,1,0,0,1,0,6,1,0,1,0
97,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,8,100,singleType,1,0,0,1,0,7,2,0,2,0
98,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,9,100,singleType,1,0,0,1,0,8,3,0,3,0
99,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,10,100,singleType,1,0,0,1,0,9,4,0,4,0
100,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,11,100,singleType,1,0,0,1,0,10,5,0,5,0
101,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,19,80,singleType,1,0,0,1,0,18,13,0,13,0
102,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,27,100,singleType,1,0,0,1,0,26,21,0,21,0
103,Edwards et al. (2020),3,multiProbe,0,1,1,1,B,0,1,0,32,100,singleType,1,0,0,1,0,31,26,0,26,0
104,Edwards et al. (2020),3,multiProbe,0,1,1,2,A,1,0,0,1,0,singleType,1,0,0,0,0,0,-10,0,0,0
105,Edwards et al. (2020),3,multiProbe,0,1,1,2,A,1,0,0,6,0,singleType,1,0,0,0,0,5,-5,0,0,0
106,Edwards et al. (2020),3,multiProbe,0,1,1,2,A,1,0,0,7,0,singleType,1,0,0,0,0,6,-4,0,0,0
107,Edwards et al. (2020),3,multiProbe,0,1,1,2,A,1,0,0,8,0,singleType,1,0,0,0,0,7,-3,0,0,0
108,Edwards et al. (2020),3,multiProbe,0,1,1,2,A,1,0,0,9,0,singleType,1,0,0,0,0,8,-2,0,0,0
109,Edwards et al. (2020),3,multiProbe,0,1,1,2,A,1,0,0,10,0,singleType,1,0,0,0,0,9,-1,0,0,0
110,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,11,100,singleType,1,0,0,1,0,10,0,0,0,0
111,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,12,100,singleType,1,0,0,1,0,11,1,0,1,0
112,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,13,90,singleType,1,0,0,1,0,12,2,0,2,0
113,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,14,100,singleType,1,0,0,1,0,13,3,0,3,0
114,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,15,100,singleType,1,0,0,1,0,14,4,0,4,0
115,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,16,100,singleType,1,0,0,1,0,15,5,0,5,0
116,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,17,100,singleType,1,0,0,1,0,16,6,0,6,0
117,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,18,100,singleType,1,0,0,1,0,17,7,0,7,0
118,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,19,100,singleType,1,0,0,1,0,18,8,0,8,0
119,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,27,100,singleType,1,0,0,1,0,26,16,0,16,0
120,Edwards et al. (2020),3,multiProbe,0,1,1,2,B,0,1,0,36,100,singleType,1,0,0,1,0,35,25,0,25,0
121,Edwards et al. (2020),3,multiProbe,0,1,1,3,A,1,0,0,1,0,singleType,1,0,0,0,0,0,-18,0,0,0
122,Edwards et al. (2020),3,multiProbe,0,1,1,3,A,1,0,0,6,0,singleType,1,0,0,0,0,5,-13,0,0,0
123,Edwards et al. (2020),3,multiProbe,0,1,1,3,A,1,0,0,11,0,singleType,1,0,0,0,0,10,-8,0,0,0
124,Edwards et al. (2020),3,multiProbe,0,1,1,3,A,1,0,0,14,0,singleType,1,0,0,0,0,13,-5,0,0,0
125,Edwards et al. (2020),3,multiProbe,0,1,1,3,A,1,0,0,15,0,singleType,1,0,0,0,0,14,-4,0,0,0
126,Edwards et al. (2020),3,multiProbe,0,1,1,3,A,1,0,0,16,0,singleType,1,0,0,0,0,15,-3,0,0,0
127,Edwards et al. (2020),3,multiProbe,0,1,1,3,A,1,0,0,17,0,singleType,1,0,0,0,0,16,-2,0,0,0
128,Edwards et al. (2020),3,multiProbe,0,1,1,3,A,1,0,0,18,0,singleType,1,0,0,0,0,17,-1,0,0,0
129,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,19,80,singleType,1,0,0,1,0,18,0,0,0,0
130,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,20,100,singleType,1,0,0,1,0,19,1,0,1,0
131,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,22,100,singleType,1,0,0,1,0,21,3,0,3,0
132,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,23,100,singleType,1,0,0,1,0,22,4,0,4,0
133,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,24,100,singleType,1,0,0,1,0,23,5,0,5,0
134,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,25,100,singleType,1,0,0,1,0,24,6,0,6,0
135,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,26,100,singleType,1,0,0,1,0,25,7,0,7,0
136,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,27,90,singleType,1,0,0,1,0,26,8,0,8,0
137,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,39,100,singleType,1,0,0,1,0,38,20,0,20,0
138,Edwards et al. (2020),3,multiProbe,0,1,1,3,B,0,1,0,41,100,singleType,1,0,0,1,0,40,22,0,22,0
139,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,1,0,singleType,1,0,0,0,0,0,-26,0,0,0
140,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,6,0,singleType,1,0,0,0,0,5,-21,0,0,0
141,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,11,0,singleType,1,0,0,0,0,10,-16,0,0,0
142,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,14,0,singleType,1,0,0,0,0,13,-13,0,0,0
143,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,19,0,singleType,1,0,0,0,0,18,-8,0,0,0
144,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,22,0,singleType,1,0,0,0,0,21,-5,0,0,0
145,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,23,0,singleType,1,0,0,0,0,22,-4,0,0,0
146,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,24,0,singleType,1,0,0,0,0,23,-3,0,0,0
147,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,25,0,singleType,1,0,0,0,0,24,-2,0,0,0
148,Edwards et al. (2020),3,multiProbe,0,1,1,4,A,1,0,0,26,0,singleType,1,0,0,0,0,25,-1,0,0,0
149,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,27,100,singleType,1,0,0,1,0,26,0,0,0,0
150,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,28,70,singleType,1,0,0,1,0,27,1,0,1,0
151,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,29,100,singleType,1,0,0,1,0,28,2,0,2,0
152,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,30,100,singleType,1,0,0,1,0,29,3,0,3,0
153,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,31,90,singleType,1,0,0,1,0,30,4,0,4,0
154,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,32,100,singleType,1,0,0,1,0,31,5,0,5,0
155,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,33,80,singleType,1,0,0,1,0,32,6,0,6,0
156,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,34,100,singleType,1,0,0,1,0,33,7,0,7,0
157,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,35,100,singleType,1,0,0,1,0,34,8,0,8,0
158,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,36,100,singleType,1,0,0,1,0,35,9,0,9,0
159,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,37,100,singleType,1,0,0,1,0,36,10,0,10,0
160,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,38,100,singleType,1,0,0,1,0,37,11,0,11,0
161,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,39,100,singleType,1,0,0,1,0,38,12,0,12,0
162,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,45,83,singleType,1,0,0,1,0,44,18,0,18,0
163,Edwards et al. (2020),3,multiProbe,0,1,1,4,B,0,1,0,46,90,singleType,1,0,0,1,0,45,19,0,19,0
164,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,1,0,singleType,1,0,0,0,0,0,-38,0,0,0
165,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,6,0,singleType,1,0,0,0,0,5,-33,0,0,0
166,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,11,0,singleType,1,0,0,0,0,10,-28,0,0,0
167,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,14,0,singleType,1,0,0,0,0,13,-25,0,0,0
168,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,19,0,singleType,1,0,0,0,0,18,-20,0,0,0
169,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,27,0,singleType,1,0,0,0,0,26,-12,0,0,0
170,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,34,0,singleType,1,0,0,0,0,33,-5,0,0,0
171,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,35,0,singleType,1,0,0,0,0,34,-4,0,0,0
172,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,36,0,singleType,1,0,0,0,0,35,-3,0,0,0
173,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,37,0,singleType,1,0,0,0,0,36,-2,0,0,0
174,Edwards et al. (2020),3,multiProbe,0,1,1,5,A,1,0,0,38,0,singleType,1,0,0,0,0,37,-1,0,0,0
175,Edwards et al. (2020),3,multiProbe,0,1,1,5,B,0,1,0,39,100,singleType,1,0,0,1,0,38,0,0,0,0
176,Edwards et al. (2020),3,multiProbe,0,1,1,5,B,0,1,0,40,100,singleType,1,0,0,1,0,39,1,0,1,0
177,Edwards et al. (2020),3,multiProbe,0,1,1,5,B,0,1,0,41,100,singleType,1,0,0,1,0,40,2,0,2,0
178,Edwards et al. (2020),3,multiProbe,0,1,1,5,B,0,1,0,42,100,singleType,1,0,0,1,0,41,3,0,3,0
179,Edwards et al. (2020),3,multiProbe,0,1,1,5,B,0,1,0,43,100,singleType,1,0,0,1,0,42,4,0,4,0
180,Edwards et al. (2020),3,multiProbe,0,1,1,5,B,0,1,0,44,100,singleType,1,0,0,1,0,43,5,0,5,0
181,Edwards et al. (2020),3,multiProbe,0,1,1,5,B,0,1,0,45,100,singleType,1,0,0,1,0,44,6,0,6,0
182,Edwards et al. (2020),3,multiProbe,0,1,1,5,B,0,1,0,47,100,singleType,1,0,0,1,0,46,8,0,8,0
183,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,A,1,0,0,1,0,mixedType,0,1,0,0,0,0,-6,-15,0,0
184,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,A,1,0,0,2,0,mixedType,0,1,0,0,0,1,-5,-14,0,0
185,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-4,-13,0,0
186,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-3,-12,0,0
187,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-2,-11,0,0
188,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,A,1,0,0,6,0,generalization,0,0,1,0,0,5,-1,-10,0,0
189,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,B,0,1,0,7,74,mixedType,0,1,0,1,0,6,0,-9,0,0
190,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,B,0,1,0,8,80,mixedType,0,1,0,1,0,7,1,-8,1,0
191,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,B,0,1,0,9,70,mixedType,0,1,0,1,0,8,2,-7,2,0
192,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,B,0,1,0,10,92,mixedType,0,1,0,1,0,9,3,-6,3,0
193,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,B,0,1,0,11,92,mixedType,0,1,0,1,0,10,4,-5,4,0
194,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,M,0,0,1,16,80,mixedType,0,1,0,1,1,15,9,0,9,0
195,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,M,0,0,1,22,82,generalization,0,0,1,1,1,21,15,6,15,6
196,Freeman-Green et al. (2015),4,multiProbe,0,1,1,1,M,0,0,1,23,70,mixedType,0,1,0,1,1,22,16,7,16,7
197,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,A,1,0,0,1,0,mixedType,0,1,0,0,0,0,-10,-21,0,0
198,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,A,1,0,0,2,0,mixedType,0,1,0,0,0,1,-9,-20,0,0
199,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-8,-19,0,0
200,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-7,-18,0,0
201,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-6,-17,0,0
202,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,A,1,0,0,6,4,generalization,0,0,1,0,0,5,-5,-16,0,0
203,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,A,1,0,0,10,6,mixedType,0,1,0,0,0,9,-1,-12,0,0
204,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,B,0,1,0,11,98,mixedType,0,1,0,1,0,10,0,-11,0,0
205,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,B,0,1,0,12,100,mixedType,0,1,0,1,0,11,1,-10,1,0
206,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,B,0,1,0,13,100,mixedType,0,1,0,1,0,12,2,-9,2,0
207,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,B,0,1,0,14,100,mixedType,0,1,0,1,0,13,3,-8,3,0
208,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,B,0,1,0,15,98,mixedType,0,1,0,1,0,14,4,-7,4,0
209,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,M,0,0,1,22,98,generalization,0,0,1,1,1,21,11,0,11,0
210,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,M,0,0,1,24,100,mixedType,0,1,0,1,1,23,13,2,13,2
211,Freeman-Green et al. (2015),4,multiProbe,0,1,1,2,M,0,0,1,26,98,mixedType,0,1,0,1,1,25,15,4,15,4
212,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,A,1,0,0,1,0,mixedType,0,1,0,0,0,0,-15,-21,0,0
213,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,A,1,0,0,2,0,mixedType,0,1,0,0,0,1,-14,-20,0,0
214,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-13,-19,0,0
215,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-12,-18,0,0
216,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-11,-17,0,0
217,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,A,1,0,0,6,2,generalization,0,0,1,0,0,5,-10,-16,0,0
218,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,A,1,0,0,10,12,mixedType,0,1,0,0,0,9,-6,-12,0,0
219,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,A,1,0,0,15,14,mixedType,0,1,0,0,0,14,-1,-7,0,0
220,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,B,0,1,0,16,98,mixedType,0,1,0,1,0,15,0,-6,0,0
221,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,B,0,1,0,17,100,mixedType,0,1,0,1,0,16,1,-5,1,0
222,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,B,0,1,0,18,96,mixedType,0,1,0,1,0,17,2,-4,2,0
223,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,B,0,1,0,19,94,mixedType,0,1,0,1,0,18,3,-3,3,0
224,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,B,0,1,0,20,98,mixedType,0,1,0,1,0,19,4,-2,4,0
225,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,M,0,0,1,22,100,generalization,0,0,1,1,1,21,6,0,6,0
226,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,M,0,0,1,25,98,mixedType,0,1,0,1,1,24,9,3,9,3
227,Freeman-Green et al. (2015),4,multiProbe,0,1,1,3,M,0,0,1,27,96,mixedType,0,1,0,1,1,26,11,5,11,5
228,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,A,1,0,0,1,0,mixedType,0,1,0,0,0,0,-6,-15,0,0
229,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,A,1,0,0,2,0,mixedType,0,1,0,0,0,1,-5,-14,0,0
230,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,A,1,0,0,3,0,mixedType,0,1,0,0,0,2,-4,-13,0,0
231,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,A,1,0,0,4,0,mixedType,0,1,0,0,0,3,-3,-12,0,0
232,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,A,1,0,0,5,0,mixedType,0,1,0,0,0,4,-2,-11,0,0
233,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,A,1,0,0,6,0,generalization,0,0,1,0,0,5,-1,-10,0,0
234,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,B,0,1,0,7,92,mixedType,0,1,0,1,0,6,0,-9,0,0
235,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,B,0,1,0,8,80,mixedType,0,1,0,1,0,7,1,-8,1,0
236,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,B,0,1,0,9,80,mixedType,0,1,0,1,0,8,2,-7,2,0
237,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,B,0,1,0,10,82,mixedType,0,1,0,1,0,9,3,-6,3,0
238,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,B,0,1,0,11,80,mixedType,0,1,0,1,0,10,4,-5,4,0
239,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,M,0,0,1,16,84,mixedType,0,1,0,1,1,15,9,0,9,0
240,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,M,0,0,1,22,90,generalization,0,0,1,1,1,21,15,6,15,6
241,Freeman-Green et al. (2015),4,multiProbe,0,1,1,4,M,0,0,1,23,82,mixedType,0,1,0,1,1,22,16,7,16,7
242,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,A,1,0,0,4,0,mixedType,0,1,0,0,0,0,-7,-18,0,0
243,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,A,1,0,0,5,0,mixedType,0,1,0,0,0,1,-6,-17,0,0
244,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,A,1,0,0,6,0,mixedType,0,1,0,0,0,2,-5,-16,0,0
245,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,A,1,0,0,7,0,mixedType,0,1,0,0,0,3,-4,-15,0,0
246,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,A,1,0,0,8,0,mixedType,0,1,0,0,0,4,-3,-14,0,0
247,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,A,1,0,0,9,0,generalization,0,0,1,0,0,5,-2,-13,0,0
248,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,A,1,0,0,10,0,mixedType,0,1,0,0,0,6,-1,-12,0,0
249,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,B,0,1,0,11,82,mixedType,0,1,0,1,0,7,0,-11,0,0
250,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,B,0,1,0,12,88,mixedType,0,1,0,1,0,8,1,-10,1,0
251,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,B,0,1,0,13,90,mixedType,0,1,0,1,0,9,2,-9,2,0
252,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,B,0,1,0,14,90,mixedType,0,1,0,1,0,10,3,-8,3,0
253,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,B,0,1,0,15,90,mixedType,0,1,0,1,0,11,4,-7,4,0
254,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,M,0,0,1,22,90,generalization,0,0,1,1,1,18,11,0,11,0
255,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,M,0,0,1,25,90,mixedType,0,1,0,1,1,21,14,3,14,3
256,Freeman-Green et al. (2015),4,multiProbe,0,1,1,5,M,0,0,1,27,94,mixedType,0,1,0,1,1,23,16,5,16,5
257,Freeman-Green et al. (2015),4,multiProbe,0,1,1,6,A,1,0,0,4,0,mixedType,0,1,0,0,0,0,-12,-18,0,0
