authorYear,study,designType,cluster,case,phase,session,outcome,complexityMeasure
Maccini & Hughes (2000),9,multiProbe,2,3,A,13,100,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,A,17,100,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,B,87,92,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,B,98,96,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,B,102,96,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,B,109,87,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,B,113,88,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,B,119,98,singleType
Maccini & Hughes (2000),9,multiProbe,2,3,B,123,71,generalization
Maccini & Hughes (2000),9,multiProbe,2,3,B,129,62,generalization
Maccini & Hughes (2000),9,multiProbe,2,4,A,1,85,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,A,5,14,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,A,9,27,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,A,12,12,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,B,15,88,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,B,22,93,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,B,26,96,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,B,34,96,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,B,37,92,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,B,46,92,singleType
Maccini & Hughes (2000),9,multiProbe,2,4,B,53,73,generalization
Maccini & Hughes (2000),9,multiProbe,2,4,B,61,40,generalization
Maccini & Hughes (2000),9,multiProbe,2,5,A,1,57,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,A,4,56,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,A,7,68,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,A,10,52,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,A,14,62,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,B,42,87,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,B,53,87,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,B,57,99,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,B,64,98,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,B,68,95,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,B,75,100,singleType
Maccini & Hughes (2000),9,multiProbe,2,5,B,81,77,generalization
Maccini & Hughes (2000),9,multiProbe,2,5,B,88,74,generalization
Maccini & Hughes (2000),9,multiProbe,2,6,A,1,23,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,A,4,56,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,A,7,77,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,A,13,67,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,A,19,96,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,B,87,89,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,B,98,92,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,B,103,92,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,B,109,82,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,B,112,96,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,B,119,93,singleType
Maccini & Hughes (2000),9,multiProbe,2,6,B,124,64,generalization
Maccini & Hughes (2000),9,multiProbe,2,6,B,129,91,generalization
Maccini & Hughes (2000),9,multiProbe,3,1,A,1,1,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,A,4,1,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,A,7,23,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,A,11,1,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,B,15,100,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,B,23,92,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,B,27,92,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,B,34,99,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,B,38,100,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,B,46,94,singleType
Maccini & Hughes (2000),9,multiProbe,3,1,B,53,65,generalization
Maccini & Hughes (2000),9,multiProbe,3,1,B,62,56,generalization
Maccini & Hughes (2000),9,multiProbe,3,2,A,1,6,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,A,4,60,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,A,8,98,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,A,12,25,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,A,14,12,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,B,42,97,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,B,54,81,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,B,58,81,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,B,65,81,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,B,68,100,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,B,75,96,singleType
Maccini & Hughes (2000),9,multiProbe,3,2,B,80,44,generalization
Maccini & Hughes (2000),9,multiProbe,3,2,B,88,30,generalization
Maccini & Hughes (2000),9,multiProbe,3,3,A,1,24,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,A,4,76,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,A,7,35,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,A,14,51,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,A,17,34,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,B,87,92,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,B,98,91,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,B,102,83,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,B,108,94,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,B,112,92,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,B,118,84,singleType
Maccini & Hughes (2000),9,multiProbe,3,3,B,123,75,generalization
Maccini & Hughes (2000),9,multiProbe,3,3,B,130,54,generalization
Maccini & Hughes (2000),9,multiProbe,3,4,A,2,10,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,A,5,35,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,A,8,36,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,A,12,20,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,B,15,99,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,B,23,90,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,B,26,92,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,B,34,91,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,B,38,99,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,B,46,91,singleType
Maccini & Hughes (2000),9,multiProbe,3,4,B,52,85,generalization
Maccini & Hughes (2000),9,multiProbe,3,4,B,62,63,generalization
Maccini & Hughes (2000),9,multiProbe,3,5,A,1,26,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,A,4,2,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,A,8,2,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,A,11,2,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,A,14,2,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,B,42,100,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,B,54,92,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,B,58,100,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,B,64,100,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,B,68,94,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,B,75,94,singleType
Maccini & Hughes (2000),9,multiProbe,3,5,B,80,75,generalization
Maccini & Hughes (2000),9,multiProbe,3,5,B,87,49,generalization
Maccini & Hughes (2000),9,multiProbe,4,1,A,1,56,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,A,4,55,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,A,7,5,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,A,11,52,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,B,15,93,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,B,23,87,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,B,27,95,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,B,34,96,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,B,38,95,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,B,46,88,singleType
Maccini & Hughes (2000),9,multiProbe,4,1,B,53,70,generalization
Maccini & Hughes (2000),9,multiProbe,4,1,B,62,61,generalization
Maccini & Hughes (2000),9,multiProbe,4,2,A,1,4,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,A,4,66,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,A,8,66,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,A,12,6,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,A,14,51,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,B,42,92,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,B,54,87,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,B,58,89,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,B,65,86,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,B,68,96,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,B,75,93,singleType
Maccini & Hughes (2000),9,multiProbe,4,2,B,80,67,generalization
Maccini & Hughes (2000),9,multiProbe,4,2,B,88,44,generalization
Maccini & Hughes (2000),9,multiProbe,4,3,A,1,57,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,A,4,35,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,A,7,31,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,A,14,66,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,A,17,53,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,B,87,87,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,B,98,96,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,B,102,77,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,B,108,84,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,B,112,88,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,B,118,89,singleType
Maccini & Hughes (2000),9,multiProbe,4,3,B,123,96,generalization
Maccini & Hughes (2000),9,multiProbe,4,3,B,130,54,generalization
Maccini & Hughes (2000),9,multiProbe,4,4,A,2,78,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,A,5,25,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,A,8,22,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,A,12,13,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,B,15,95,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,B,23,95,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,B,26,87,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,B,34,89,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,B,38,97,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,B,46,89,singleType
Maccini & Hughes (2000),9,multiProbe,4,4,B,52,82,generalization
Maccini & Hughes (2000),9,multiProbe,4,4,B,62,60,generalization
Maccini & Hughes (2000),9,multiProbe,4,5,A,1,21,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,A,4,36,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,A,8,31,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,A,11,24,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,A,14,34,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,B,42,83,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,B,54,97,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,B,58,95,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,B,64,97,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,B,68,91,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,B,75,83,singleType
Maccini & Hughes (2000),9,multiProbe,4,5,B,80,70,generalization
Maccini & Hughes (2000),9,multiProbe,4,5,B,87,56,generalization
Maccini & Hughes (2000),9,multiProbe,5,1,A,1,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,A,4,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,A,7,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,A,11,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,B,14,83,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,B,21,87,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,B,24,91,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,B,33,90,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,B,37,86,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,B,46,91,singleType
Maccini & Hughes (2000),9,multiProbe,5,1,B,52,100,generalization
Maccini & Hughes (2000),9,multiProbe,5,1,B,60,82,generalization
Maccini & Hughes (2000),9,multiProbe,5,2,A,1,4,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,A,4,11,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,A,7,26,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,A,10,6,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,A,14,26,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,B,41,89,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,B,53,100,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,B,57,100,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,B,63,100,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,B,67,100,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,B,74,83,singleType
Maccini & Hughes (2000),9,multiProbe,5,2,B,79,95,generalization
Maccini & Hughes (2000),9,multiProbe,5,2,B,86,95,generalization
Maccini & Hughes (2000),9,multiProbe,5,3,A,2,60,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,A,6,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,A,10,9,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,A,14,34,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,A,17,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,B,87,98,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,B,99,97,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,B,103,99,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,B,109,91,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,B,113,91,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,B,119,99,singleType
Maccini & Hughes (2000),9,multiProbe,5,3,B,123,73,generalization
Maccini & Hughes (2000),9,multiProbe,5,3,B,129,83,generalization
Maccini & Hughes (2000),9,multiProbe,5,4,A,1,20,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,A,4,9,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,A,8,36,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,A,12,19,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,B,15,100,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,B,23,92,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,B,28,94,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,B,34,92,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,B,39,98,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,B,48,93,singleType
Maccini & Hughes (2000),9,multiProbe,5,4,B,53,61,generalization
Maccini & Hughes (2000),9,multiProbe,5,4,B,61,75,generalization
Maccini & Hughes (2000),9,multiProbe,5,5,A,1,6,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,A,4,6,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,A,8,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,A,12,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,A,15,2,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,B,42,100,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,B,53,95,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,B,57,100,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,B,63,94,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,B,67,100,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,B,73,87,singleType
Maccini & Hughes (2000),9,multiProbe,5,5,B,80,66,generalization
Maccini & Hughes (2000),9,multiProbe,5,5,B,86,67,generalization
Maccini & Hughes (2000),9,multiProbe,6,1,A,1,75,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,A,4,99,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,A,7,32,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,A,11,70,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,B,14,89,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,B,21,82,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,B,24,84,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,B,33,87,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,B,37,82,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,B,46,87,singleType
Maccini & Hughes (2000),9,multiProbe,6,1,B,52,95,generalization
Maccini & Hughes (2000),9,multiProbe,6,1,B,60,77,generalization
Maccini & Hughes (2000),9,multiProbe,6,2,A,1,1,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,A,4,27,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,A,7,6,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,A,10,3,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,A,14,22,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,B,41,94,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,B,53,98,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,B,57,100,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,B,63,99,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,B,67,100,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,B,74,87,singleType
Maccini & Hughes (2000),9,multiProbe,6,2,B,79,92,generalization
Maccini & Hughes (2000),9,multiProbe,6,2,B,86,92,generalization
Maccini & Hughes (2000),9,multiProbe,6,3,A,2,76,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,A,6,57,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,A,10,56,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,A,14,97,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,A,17,56,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,B,87,95,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,B,99,95,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,B,103,90,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,B,109,98,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,B,113,99,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,B,119,96,singleType
Maccini & Hughes (2000),9,multiProbe,6,3,B,123,78,generalization
Maccini & Hughes (2000),9,multiProbe,6,3,B,129,99,generalization
Maccini & Hughes (2000),9,multiProbe,6,4,A,1,35,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,A,4,21,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,A,8,25,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,A,12,46,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,B,15,96,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,B,23,90,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,B,28,88,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,B,34,88,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,B,39,95,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,B,48,89,singleType
Maccini & Hughes (2000),9,multiProbe,6,4,B,53,64,generalization
Maccini & Hughes (2000),9,multiProbe,6,4,B,61,71,generalization
Maccini & Hughes (2000),9,multiProbe,6,5,A,1,3,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,A,4,3,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,A,8,31,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,A,12,49,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,A,15,35,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,B,42,100,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,B,53,91,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,B,57,97,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,B,63,100,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,B,67,92,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,B,73,84,singleType
Maccini & Hughes (2000),9,multiProbe,6,5,B,80,62,generalization
Maccini & Hughes (2000),9,multiProbe,6,5,B,86,75,generalization
Maccini & Hughes (2000),9,multiProbe,7,1,A,1,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,A,4,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,A,7,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,A,11,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,B,15,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,B,22,92,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,B,26,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,B,34,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,B,38,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,B,45,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,1,B,53,100,generalization
Maccini & Hughes (2000),9,multiProbe,7,1,B,60,100,generalization
Maccini & Hughes (2000),9,multiProbe,7,2,A,1,6,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,A,4,51,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,A,7,23,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,A,11,25,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,A,14,23,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,B,42,90,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,B,53,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,B,57,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,B,64,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,B,68,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,B,74,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,2,B,79,92,generalization
Maccini & Hughes (2000),9,multiProbe,7,2,B,87,100,generalization
Maccini & Hughes (2000),9,multiProbe,7,3,A,2,13,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,A,6,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,A,9,20,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,A,13,20,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,A,17,6,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,B,87,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,B,98,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,B,102,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,B,108,98,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,B,112,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,B,119,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,3,B,124,70,generalization
Maccini & Hughes (2000),9,multiProbe,7,3,B,128,98,generalization
Maccini & Hughes (2000),9,multiProbe,7,4,A,2,19,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,A,5,27,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,A,8,19,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,A,11,18,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,B,15,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,B,23,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,B,26,98,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,B,34,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,B,38,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,B,46,99,singleType
Maccini & Hughes (2000),9,multiProbe,7,4,B,53,70,generalization
Maccini & Hughes (2000),9,multiProbe,7,4,B,60,82,generalization
Maccini & Hughes (2000),9,multiProbe,7,5,A,2,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,A,6,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,A,8,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,A,12,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,A,15,2,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,B,42,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,B,54,91,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,B,57,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,B,64,100,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,B,67,90,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,B,73,89,singleType
Maccini & Hughes (2000),9,multiProbe,7,5,B,80,67,generalization
Maccini & Hughes (2000),9,multiProbe,7,5,B,86,74,generalization
Maccini & Hughes (2000),9,multiProbe,8,1,A,1,75,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,A,4,75,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,A,7,100,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,A,11,55,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,B,15,95,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,B,22,98,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,B,26,96,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,B,34,97,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,B,38,95,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,B,45,96,singleType
Maccini & Hughes (2000),9,multiProbe,8,1,B,53,95,generalization
Maccini & Hughes (2000),9,multiProbe,8,1,B,60,95,generalization
Maccini & Hughes (2000),9,multiProbe,8,2,A,1,1,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,A,4,16,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,A,7,16,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,A,11,22,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,A,14,9,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,B,42,95,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,B,53,98,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,B,57,99,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,B,64,99,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,B,68,99,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,B,74,99,singleType
Maccini & Hughes (2000),9,multiProbe,8,2,B,79,100,generalization
Maccini & Hughes (2000),9,multiProbe,8,2,B,87,98,generalization
Maccini & Hughes (2000),9,multiProbe,8,3,A,2,77,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,A,6,20,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,A,9,48,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,A,13,79,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,A,17,4,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,B,87,95,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,B,98,96,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,B,102,97,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,B,108,97,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,B,112,96,singleType
Maccini & Hughes (2000),9,multiProbe,8,3,B,119,97,singleType
